age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,fraud_reported
46,0,2000,1209.07,0,1,3,1,4,0,0,58,2,2,1,0,0,0,514,18,1,2,0,1,2,56430,6270,6270,43890,2,1
41,0,2000,1241.04,0,0,5,10,3,0,0,3,2,1,1,4,1,5,17,16,1,1,2,2,2,100210,18220,18220,63770,1,0
30,2,500,1757.21,0,1,2,9,5,46400,0,32,0,1,1,1,1,3,66,12,3,1,1,0,2,49140,5460,5460,38220,5,0
38,2,1000,802.24,0,0,1,7,1,0,-62500,53,2,3,0,0,6,4,878,16,1,1,0,1,0,66840,16710,5570,44560,8,0
21,1,1000,1342.72,0,1,0,6,5,0,-45300,40,2,1,2,3,1,2,176,21,1,0,1,2,0,62460,6940,6940,48580,6,0
36,2,2000,1209.41,5000000,1,3,6,5,0,0,46,0,3,2,3,1,1,640,15,3,2,0,1,0,62810,11420,11420,39970,9,0
33,2,1000,1141.71,2000000,0,3,8,3,36700,-73400,3,2,1,0,0,6,4,766,21,1,2,1,2,0,54160,6770,6770,40620,11,0
35,0,500,1090.03,0,0,3,3,4,0,-51000,29,2,2,0,0,6,0,929,1,1,2,0,2,1,48400,9680,4840,33880,10,0
48,1,1000,1464.73,3000000,1,6,3,2,54900,-36700,24,0,3,2,1,1,0,860,17,3,0,0,0,1,51480,5720,5720,40040,12,0
36,2,1000,1118.58,0,0,2,9,0,0,-36600,21,0,2,2,1,1,1,701,5,3,1,2,1,1,51700,5170,10340,36190,10,0
58,2,2000,1117.04,0,1,4,3,3,0,-42700,0,0,1,2,3,6,3,736,15,3,0,1,2,0,65520,10920,5460,49140,13,0
31,1,500,1257.83,7000000,1,2,4,3,40700,-41600,44,0,2,0,3,2,0,650,2,4,1,2,2,1,47700,4770,9540,33390,0,1
31,2,2000,1082.72,0,0,6,6,1,61400,-57500,14,3,0,1,2,4,3,356,3,1,2,2,0,1,5220,580,580,4060,0,0
57,1,1000,1191.8,6000000,1,2,10,4,55600,0,5,2,3,0,3,1,5,665,19,1,1,1,0,0,73320,6110,12220,54990,5,0
46,1,1000,1242.02,0,1,5,0,5,0,-28800,38,2,1,1,1,5,2,596,17,1,2,0,2,2,74900,14980,7490,52430,7,0
27,2,500,1075.71,0,0,2,9,4,0,-47400,47,3,0,3,4,6,1,744,7,1,0,0,1,2,3190,580,290,2320,10,0
33,1,1000,969.88,6000000,1,4,1,3,0,0,20,2,2,1,0,1,1,599,21,1,1,1,0,2,76920,12820,6410,57690,3,0
53,2,2000,1459.93,0,0,5,8,1,0,0,39,0,1,2,4,6,6,7,10,2,2,1,3,1,77990,7090,14180,56720,7,0
46,0,1000,1245.61,0,1,4,13,3,0,0,42,2,1,2,1,1,1,464,11,1,2,1,0,0,59670,9180,9180,41310,5,0
33,1,2000,1462.76,0,0,1,2,0,69200,-36900,54,0,2,0,0,1,1,295,23,3,2,2,0,1,44880,8160,4080,32640,8,1
51,1,2000,1398.46,0,1,0,11,2,0,0,32,2,3,1,0,0,3,99,14,1,0,0,2,1,82830,7530,15060,60240,1,0
60,2,1000,1269.64,0,0,1,1,4,48800,0,44,2,1,1,3,4,5,888,10,1,1,1,3,1,84480,7680,15360,61440,3,1
30,1,500,1455.65,4000000,0,1,13,5,0,-66300,45,0,3,2,1,6,2,234,6,3,0,2,3,1,79800,15960,7980,55860,6,0
41,2,2000,1140.31,0,1,4,0,0,29300,-64700,58,0,2,1,4,6,0,559,10,3,0,0,3,2,53020,9640,9640,33740,12,0
45,1,500,1330.46,0,0,2,6,5,54800,-64100,17,0,3,2,4,5,2,134,5,3,0,0,0,1,24200,2200,4400,17600,11,0
40,2,2000,1190.6,0,1,5,3,4,0,-45300,5,2,2,1,1,2,5,443,17,1,0,1,3,2,43230,7860,7860,27510,3,0
45,2,500,972.5,0,0,1,3,4,0,0,18,3,0,3,2,0,6,670,3,1,1,2,3,1,3190,290,580,2320,5,0
43,1,2000,1161.91,0,0,0,0,1,0,-50400,16,1,0,1,2,6,4,51,9,1,0,0,3,1,5850,1300,650,3900,2,0
29,2,1000,1117.17,0,0,2,6,1,0,-29900,42,1,0,3,4,4,0,294,6,1,2,2,0,2,6820,620,1240,4960,2,0
44,2,2000,1101.51,0,0,1,4,1,64000,0,41,0,1,1,1,1,5,991,22,3,1,2,2,1,69480,11580,11580,46320,3,0
29,0,1000,1523.17,0,1,5,9,3,0,0,51,0,1,0,1,3,3,160,10,3,0,1,2,2,94560,7880,15760,70920,7,0
39,2,1000,984.45,0,1,0,1,4,0,0,1,3,0,1,2,0,5,401,4,1,2,1,2,0,7800,780,780,6240,4,0
32,2,2000,1257.0,4000000,0,2,6,4,63900,-43700,10,2,1,2,3,6,4,104,23,1,1,1,3,1,61270,5570,11140,44560,11,0
49,2,500,1434.51,0,0,5,13,5,0,0,53,2,2,2,4,1,5,453,19,1,0,0,2,2,71440,8930,8930,53580,8,0
37,2,2000,1628.0,0,0,3,8,4,0,0,27,2,2,2,0,1,2,992,22,1,2,1,2,2,55600,11120,5560,38920,7,0
44,1,500,1412.31,0,1,2,8,4,0,0,31,3,0,3,4,0,5,507,6,1,1,1,3,1,5000,1000,500,3500,7,0
33,0,500,1362.87,5000000,0,3,3,3,56900,-56900,54,2,3,1,3,1,6,663,6,1,1,2,0,0,95810,14740,14740,66330,2,0
41,1,1000,1134.68,0,0,1,12,0,0,0,19,2,2,0,0,4,3,329,18,1,1,2,2,0,69300,6930,13860,48510,13,0
37,1,1000,1306.78,0,1,4,9,2,0,0,13,2,1,2,0,4,3,644,22,1,0,1,0,1,81120,13520,20280,47320,12,0
21,1,500,1021.9,0,1,2,5,0,0,0,35,2,1,0,3,6,1,568,21,1,0,0,0,0,91260,14040,14040,63180,12,0
48,1,1000,1538.6,0,0,4,7,5,0,-54700,10,2,3,1,1,4,3,178,12,1,0,0,0,0,60600,6060,12120,42420,5,0
31,1,1000,1354.5,0,1,5,6,0,52800,0,1,0,1,0,0,1,0,656,6,3,0,0,3,2,64800,6480,12960,45360,11,1
34,2,500,1282.93,0,0,1,3,2,0,0,42,0,3,0,4,6,4,623,0,4,0,0,0,0,66880,6080,12160,48640,3,1
35,0,1000,1346.27,0,1,5,4,1,44900,-91400,2,2,1,2,0,6,0,610,11,1,1,0,2,0,58200,5820,5820,46560,2,0
31,1,1000,1338.4,4000000,0,2,8,3,63600,0,55,2,3,1,4,0,2,704,19,1,0,1,0,1,60570,6730,6730,47110,9,0
36,0,1000,949.44,0,0,5,3,2,0,-38400,18,0,2,0,0,0,6,185,22,3,0,0,0,1,69680,8710,8710,52260,8,1
58,1,2000,977.4,0,1,5,13,3,82200,0,2,2,1,2,1,1,1,937,2,1,2,2,3,1,55700,5570,11140,38990,9,0
47,1,2000,1181.46,10000000,0,3,13,2,0,-67400,42,0,1,2,0,2,0,74,16,4,2,1,2,2,62370,5670,5670,51030,4,0
45,2,500,1187.53,0,0,6,8,1,83200,-53300,54,0,3,2,3,5,1,968,23,3,0,0,0,2,54340,9880,0,44460,10,0
48,2,1000,845.16,0,0,5,8,2,0,0,55,2,1,0,4,0,3,678,21,1,2,1,0,1,55170,6130,6130,42910,1,1
34,0,500,1442.27,0,1,1,8,5,67900,0,47,2,1,1,3,1,1,970,10,1,0,2,3,2,58500,11700,5850,40950,4,0
32,2,2000,1276.43,0,1,0,8,3,0,0,39,2,2,0,1,0,5,386,12,1,0,0,3,0,59940,6660,6660,46620,6,0
28,2,500,1075.41,0,1,4,6,5,55200,0,45,2,3,2,4,3,3,793,6,1,1,1,0,1,73400,7340,7340,58720,4,0
23,0,500,1111.72,0,1,3,3,2,54600,0,55,2,3,0,1,3,5,187,6,1,0,1,2,0,41850,4650,4650,32550,11,0
44,2,2000,814.96,6000000,0,6,8,1,68500,0,35,1,0,3,4,0,2,189,7,1,0,2,2,1,6400,640,1280,4480,8,1
40,0,1000,1575.86,0,0,6,7,3,0,0,11,3,0,3,4,6,4,987,3,1,1,1,1,1,3190,580,290,2320,1,0
29,1,1000,1115.27,0,1,3,5,4,0,-66000,0,1,0,3,2,5,2,405,10,1,2,2,1,2,5900,590,590,4720,9,0
31,1,2000,1175.7,0,1,5,10,1,0,0,49,2,2,2,1,1,1,505,14,1,1,0,2,1,57330,6370,6370,44590,4,0
50,2,500,793.15,0,1,4,12,3,54600,-45500,13,0,1,2,3,6,2,328,17,3,1,0,3,1,81960,13660,13660,54640,4,0
33,1,500,942.51,0,0,6,13,5,0,0,29,2,3,0,1,4,2,326,16,1,2,0,0,0,70400,6400,19200,44800,11,1
34,1,1000,1056.71,0,0,3,10,1,77900,0,19,1,0,1,2,5,1,311,3,1,1,2,1,0,3770,580,580,2610,7,0
36,1,2000,1255.68,6000000,0,0,11,2,23600,-15600,48,1,0,1,2,0,0,344,7,1,1,0,0,0,7400,740,1480,5180,4,0
52,1,500,1335.13,0,0,2,4,4,44000,-71000,6,2,2,2,4,4,3,298,13,1,2,1,1,0,54810,6090,6090,42630,3,1
37,1,500,1178.95,6000000,0,3,8,3,0,-67300,15,2,2,2,1,1,6,707,20,1,2,2,3,2,49400,4940,9880,34580,7,0
53,0,500,1793.16,0,1,0,12,5,0,0,14,2,1,1,1,0,5,938,23,1,2,2,2,1,68750,12500,6250,50000,3,0
32,2,500,1008.38,0,0,6,0,2,37900,0,31,2,1,2,0,4,0,362,11,1,1,1,0,0,61500,12300,6150,43050,4,0
39,0,500,1396.83,0,0,5,7,0,0,0,5,0,2,0,0,6,3,560,0,4,0,0,3,1,76890,6990,13980,55920,2,0
32,2,500,1402.78,5000000,0,6,7,0,70300,-50300,32,2,2,1,0,1,4,876,2,1,2,0,1,0,56070,6230,12460,37380,12,0
30,1,1000,1437.88,0,0,1,13,0,42800,-51200,55,2,3,2,1,4,4,947,3,1,1,2,0,2,56000,14000,0,42000,3,0
33,0,1000,1313.64,0,0,1,8,4,12100,0,40,1,0,3,2,1,2,724,3,1,2,1,0,1,4290,780,390,3120,1,0
37,0,500,1482.14,0,0,0,13,0,33000,-43600,52,0,2,2,3,1,0,118,15,3,0,2,1,1,60750,6750,6750,47250,11,0
30,0,2000,1171.75,0,0,0,6,1,46500,-42700,30,2,3,1,3,1,3,263,23,1,0,2,3,1,48730,4430,4430,39870,3,0
43,0,2000,1353.33,0,1,0,0,1,0,-8500,42,0,1,1,4,6,6,989,9,3,2,2,0,1,95150,17300,17300,60550,5,0
24,1,500,1175.51,0,1,5,2,0,0,0,5,3,0,1,4,1,1,279,20,1,0,0,1,2,7480,680,680,6120,4,0
28,0,2000,1836.02,0,1,5,13,3,38000,-41200,0,2,3,0,0,0,5,371,5,1,0,2,1,2,79800,13300,6650,59850,13,1
51,2,500,1480.79,9000000,0,4,8,4,0,-12100,6,2,3,2,3,0,2,904,15,1,2,0,2,0,103560,8630,17260,77670,7,0
38,1,2000,1453.92,0,0,6,7,2,51700,0,51,2,3,1,0,1,2,325,13,1,2,2,3,0,79500,15900,7950,55650,0,0
44,2,500,1340.71,0,0,2,12,2,0,0,44,2,2,1,3,4,5,963,16,1,1,2,2,1,76230,6930,13860,55440,13,1
54,0,2000,714.03,0,1,4,10,3,0,-17000,46,2,3,1,0,6,3,522,0,1,2,0,2,1,59520,9920,9920,39680,6,0
57,0,2000,1376.16,0,0,6,12,3,38600,-50300,34,0,1,0,4,4,0,556,10,3,1,2,1,0,47760,5970,5970,35820,11,1
41,0,500,914.22,0,1,3,9,5,37900,-72900,21,0,3,2,4,1,6,82,14,3,1,2,0,1,84590,15380,7690,61520,10,0
38,2,1000,1601.47,0,1,6,5,2,64400,0,45,0,1,2,3,4,1,207,1,3,2,2,2,0,61650,6850,6850,47950,9,0
33,0,1000,1096.79,6000000,0,0,5,4,45500,-60600,6,2,2,0,4,5,6,883,16,1,0,2,1,0,81400,8140,8140,65120,2,0
34,1,2000,1078.22,0,0,5,13,5,54500,0,53,0,3,0,1,4,3,358,2,3,1,0,1,2,58410,10620,5310,42480,3,0
56,0,1000,1595.28,0,0,1,10,2,0,0,5,0,3,0,0,5,6,794,23,3,0,0,0,0,38610,3510,3510,31590,13,0
37,2,1000,1217.84,5000000,0,2,4,1,49600,0,37,0,1,1,1,6,4,613,19,3,0,2,2,1,57600,9600,9600,38400,13,0
35,0,2000,1117.42,0,0,6,10,1,0,-51900,44,0,3,1,1,0,2,783,23,3,1,2,2,1,53190,5910,11820,35460,13,0
57,2,2000,1567.37,0,0,3,2,0,62500,0,45,2,1,0,3,1,5,542,10,1,0,2,3,1,58300,5830,11660,40810,9,1
38,0,2000,1294.93,6000000,1,4,12,4,38000,-50300,44,0,1,1,0,6,6,109,12,3,2,1,2,1,64620,7180,0,57440,4,0
51,0,1000,1152.12,0,1,6,1,1,0,-62400,35,0,3,2,0,6,5,749,15,3,1,2,0,2,90480,15080,15080,60320,2,0
49,0,1000,1441.21,0,0,6,4,5,0,0,3,3,0,3,2,4,1,112,3,1,1,1,0,1,7080,1180,1180,4720,9,0
42,0,1000,1575.74,7000000,1,3,3,2,0,-68900,50,1,0,1,4,3,6,965,19,1,0,2,2,0,6490,590,1180,4720,12,1
36,2,2000,1233.96,0,0,5,7,2,34500,-60600,35,0,3,2,4,0,2,269,16,3,1,1,1,1,55900,5590,5590,44720,9,0
29,0,1000,1861.43,0,1,2,0,0,60400,-67800,14,2,2,0,3,4,1,752,16,1,1,0,3,2,63800,6380,6380,51040,10,1
56,2,1000,1570.86,0,1,4,4,2,66000,0,4,2,3,2,4,5,3,238,10,1,0,0,1,2,58160,7270,7270,43620,10,1
53,0,2000,791.47,0,1,5,1,4,0,0,0,3,0,1,4,0,5,68,6,1,1,1,2,1,6300,630,1260,4410,8,1
46,1,1000,1012.78,0,1,4,11,2,43700,0,25,2,1,0,1,6,0,779,18,1,1,2,1,1,104610,19020,19020,66570,8,1
44,0,500,1047.06,6000000,1,1,3,5,0,0,43,0,2,0,1,4,6,934,20,3,1,0,2,1,69850,12700,6350,50800,5,0
21,2,1000,1390.29,0,0,5,8,2,0,-41200,13,2,2,1,1,3,4,540,14,1,1,0,0,0,62900,12580,6290,44030,0,0
30,1,500,951.46,0,1,3,5,1,0,-35500,30,0,1,0,3,6,5,30,8,3,1,0,3,0,59670,6630,6630,46410,13,1
40,0,1000,1226.78,0,1,3,1,4,49600,-49200,21,0,2,1,3,1,6,396,17,2,2,2,0,0,81500,16300,8150,57050,2,0
56,2,500,1280.9,0,1,2,1,3,48900,-40900,29,2,2,1,0,0,6,738,9,1,1,2,0,0,50000,15000,5000,30000,7,0
28,1,2000,1472.77,0,1,0,0,0,0,-31700,47,2,1,2,3,1,6,198,0,1,0,2,1,0,48290,8780,8780,30730,9,0
29,2,1000,1878.44,0,1,2,7,0,0,-76000,50,2,2,2,1,5,5,917,2,1,1,0,0,0,59070,5370,5370,48330,3,0
24,1,500,1418.5,0,0,2,1,2,0,0,34,0,2,1,4,1,6,604,23,3,0,0,0,1,63300,12660,6330,44310,4,0
46,0,500,1532.8,0,1,1,9,3,0,0,53,2,3,2,3,4,3,652,8,1,1,0,3,2,65780,11960,11960,41860,8,0
29,2,500,1304.35,0,1,3,13,1,0,0,38,0,1,2,0,1,1,140,6,3,1,0,2,0,75400,11600,11600,52200,4,1
33,2,2000,1551.61,0,1,2,1,4,45000,-30400,51,3,0,1,2,6,0,821,3,1,2,1,1,1,2250,250,250,1750,12,0
39,0,1000,1326.98,6000000,0,2,6,4,64200,0,12,0,1,1,0,5,3,170,14,3,2,1,3,0,54120,4510,9020,40590,7,0
49,2,500,862.92,0,1,4,6,5,0,-71700,16,0,3,0,3,1,4,608,16,3,1,0,2,1,69480,11580,11580,46320,10,0
43,1,2000,1331.69,0,0,5,0,1,0,0,48,2,2,1,4,1,3,600,12,1,0,1,2,1,66950,10300,10300,46350,3,0
47,2,2000,1486.04,0,0,0,1,3,0,-56200,13,0,2,0,3,2,4,906,1,3,1,2,3,0,64100,12820,6410,44870,4,1
46,1,1000,870.55,0,1,6,9,4,0,-49400,26,2,2,1,3,4,6,55,19,1,0,0,3,0,80280,13380,13380,53520,3,0
44,0,2000,1344.56,6000000,1,0,6,0,0,-39100,42,3,0,3,4,1,3,403,7,1,0,1,2,1,4680,520,0,4160,0,0
32,2,1000,1377.04,0,1,1,12,5,61400,-41100,16,0,2,1,0,1,6,54,6,4,0,1,1,1,39720,6620,6620,26480,0,0
58,0,500,1237.88,0,1,4,3,1,0,-46900,12,2,1,0,4,1,0,121,11,1,0,0,0,0,63580,5780,5780,52020,8,1
49,1,1000,1525.86,0,0,6,2,3,0,0,20,2,3,1,3,0,3,902,2,1,2,1,1,2,73370,13340,6670,53360,10,0
29,2,500,854.58,0,0,3,2,2,52200,0,0,2,3,1,4,4,4,693,15,1,0,2,3,2,86790,7890,23670,55230,6,0
39,1,1000,770.76,0,1,5,12,0,0,-53700,48,2,3,0,4,6,1,986,0,1,1,0,2,0,49800,9960,4980,34860,8,0
38,0,2000,1132.74,0,0,0,1,0,0,-37500,34,2,3,0,3,6,2,677,12,1,2,1,1,1,77440,7040,14080,56320,9,0
48,0,500,1173.37,8000000,0,6,5,3,0,-42700,8,2,1,2,3,4,6,29,1,1,0,1,0,0,42900,8580,0,34320,0,0
26,2,2000,1188.28,6000000,0,3,4,5,0,-53800,44,0,2,0,1,5,2,303,16,2,2,1,0,1,53820,11960,5980,35880,5,1
46,0,1000,876.88,6000000,1,4,11,2,0,0,2,2,2,1,4,6,2,832,2,1,1,2,1,1,57330,12740,6370,38220,7,0
24,0,1000,1143.95,0,0,6,12,2,51400,0,34,0,2,1,4,1,5,588,13,3,1,2,1,0,53370,5930,5930,41510,9,0
29,0,2000,1409.06,0,1,2,9,0,74200,-68100,29,2,1,1,4,1,4,930,0,1,1,2,2,2,62920,9680,14520,38720,0,0
24,1,1000,1070.63,0,0,2,6,4,0,0,50,0,1,2,1,1,0,922,0,3,0,0,1,1,61600,6160,12320,43120,6,0
30,0,2000,916.13,0,1,1,11,4,55300,-58400,6,0,2,2,4,1,3,872,16,3,2,2,0,1,74160,6180,12360,55620,8,0
38,2,500,1191.5,0,1,2,8,0,38600,-52900,30,2,2,2,4,6,0,273,8,1,1,2,0,0,80100,8900,8900,62300,1,0
48,2,1000,1474.66,0,0,3,11,0,0,-46200,47,1,0,3,4,1,2,609,9,1,0,2,3,1,6560,820,820,4920,13,0
34,0,1000,1193.45,0,1,3,7,1,0,0,23,2,2,2,0,6,3,394,11,1,0,2,1,2,58800,11760,5880,41160,9,0
38,0,1000,1437.53,0,0,1,13,1,0,0,32,0,3,1,0,3,4,468,6,3,0,0,2,1,53730,11940,5970,35820,4,1
60,0,2000,1304.83,0,0,1,7,0,0,0,8,2,2,2,0,1,0,338,18,1,1,0,0,1,60600,5050,10100,45450,6,0
48,2,1000,1168.8,0,0,3,12,2,0,-42400,58,2,3,2,3,1,4,292,11,1,0,0,3,2,35750,6500,3250,26000,8,0
27,1,1000,1164.97,0,0,1,0,5,43000,-42500,16,2,1,2,0,6,0,687,17,1,0,1,2,2,42840,3570,7140,32130,3,0
39,0,1000,1232.72,0,1,2,1,3,87800,-51200,39,0,1,0,1,4,6,376,21,3,0,1,0,1,87960,14660,14660,58640,7,1
41,0,2000,1800.76,0,1,3,10,2,0,-78600,13,0,2,1,0,4,2,210,0,3,1,1,0,1,47800,4780,4780,38240,7,0
43,0,500,1187.01,7000000,0,0,12,4,46300,-33000,32,3,0,3,4,1,4,215,9,1,1,0,1,0,3840,640,640,2560,3,0
43,1,1000,1559.34,0,1,3,13,3,0,-51600,47,2,1,2,1,1,5,64,1,1,1,0,2,0,77000,14000,7000,56000,0,0
26,0,2000,1137.02,0,0,6,4,1,31500,0,24,2,2,2,0,6,6,297,22,1,2,1,3,0,88110,16020,16020,56070,1,0
42,1,1000,1281.72,0,1,1,4,2,33500,-49500,43,0,2,1,1,4,3,911,20,4,1,0,2,2,47740,4340,4340,39060,6,0
30,2,1000,796.35,0,0,4,2,3,72400,-77000,50,0,2,2,1,4,3,141,9,3,2,2,1,2,58960,5360,10720,42880,5,0
46,2,500,1270.02,0,0,0,12,3,0,-45800,7,1,0,1,4,0,4,359,5,1,1,1,2,0,2160,480,240,1440,12,0
26,0,1000,1383.13,0,0,3,9,3,46700,0,58,3,0,3,4,4,5,638,12,1,2,1,1,0,6890,530,1060,5300,7,0
45,0,2000,1290.74,5000000,0,2,9,0,58300,0,42,0,3,0,0,5,6,544,6,3,1,2,0,2,78870,7170,14340,57360,11,0
47,1,1000,1216.68,0,0,5,11,2,55100,0,5,3,0,3,4,4,1,222,8,1,1,1,1,1,2700,300,300,2100,5,0
54,0,500,1251.16,0,0,0,6,1,41400,0,45,2,1,2,0,6,5,675,14,1,0,0,1,1,75960,6330,6330,63300,7,0
34,1,2000,1586.41,0,0,2,11,2,33500,-58900,19,2,1,0,4,6,4,696,10,1,2,1,3,0,75570,6870,13740,54960,2,1
48,0,2000,1526.11,5000000,0,5,11,4,0,0,2,2,1,1,4,4,1,798,12,1,0,2,3,2,90240,15040,15040,60160,3,0
53,1,1000,1028.44,0,0,1,9,1,0,0,25,2,1,0,0,4,6,846,12,1,0,0,0,1,80960,14720,7360,58880,0,0
38,0,1000,1555.94,0,1,6,2,3,23300,0,24,0,1,2,3,5,5,275,12,3,1,1,3,2,79080,6590,13180,59310,8,0
49,1,2000,1570.77,0,1,3,0,1,98800,-65300,17,3,0,1,2,4,1,128,13,1,1,0,3,1,6820,1240,620,4960,8,0
42,2,2000,1170.53,0,0,6,1,5,65000,-49200,11,0,2,2,1,6,3,877,17,3,1,1,2,2,62590,5690,11380,45520,9,0
23,2,1000,1099.95,0,0,1,11,5,0,-71900,14,2,3,0,3,1,0,958,14,1,1,1,0,2,52400,6550,6550,39300,0,1
46,0,2000,1472.43,0,1,4,12,0,0,-90600,9,0,1,0,0,6,0,774,3,3,0,1,3,2,63580,5780,11560,46240,13,0
55,0,500,1275.62,0,0,0,8,2,0,-56200,22,0,3,1,4,1,5,219,18,3,2,2,1,1,61400,6140,6140,49120,9,0
63,0,1000,1292.3,0,1,2,0,3,47600,0,51,1,0,1,2,5,3,811,5,1,2,1,3,1,4700,940,470,3290,4,1
44,1,2000,1009.37,0,0,1,9,2,45400,-39400,47,2,1,2,1,4,5,981,19,1,1,0,2,2,74140,13480,13480,47180,2,0
30,2,500,1093.07,4000000,0,6,7,5,27700,-72400,5,2,1,0,3,5,2,961,0,1,0,2,2,1,83160,6930,13860,62370,13,0
41,2,1000,1325.44,7000000,0,3,4,2,51400,-6300,48,1,0,3,4,0,0,583,22,1,0,0,2,2,10790,1660,830,8300,8,0
31,0,2000,1017.18,0,0,4,9,0,0,0,47,0,2,0,4,0,0,116,21,3,2,1,3,1,48070,8740,8740,30590,10,0
25,2,1000,1221.17,0,0,5,10,1,49300,0,23,0,2,1,0,4,4,893,4,3,2,0,0,2,51030,5670,11340,34020,11,0
40,1,500,1927.87,0,1,4,9,0,0,0,20,2,1,1,1,5,0,582,10,1,2,0,1,0,43280,0,5410,37870,6,1
29,1,1000,978.27,0,0,0,11,3,65700,0,33,2,1,0,1,4,2,182,5,1,0,1,3,1,76400,15280,7640,53480,11,0
43,1,2000,1221.14,0,1,4,9,5,48100,0,6,2,3,2,0,5,2,226,13,1,0,0,2,0,75460,13720,13720,48020,1,0
50,2,2000,1255.62,0,1,4,1,4,0,0,32,0,3,0,3,2,4,577,18,3,2,2,1,2,69000,13800,6900,48300,5,1
38,1,500,999.52,0,1,3,12,2,0,0,12,3,0,1,4,5,6,699,6,1,0,1,2,1,8640,1440,720,6480,0,0
29,2,500,1380.89,0,1,6,1,3,30000,-53000,58,0,2,1,0,4,0,802,0,3,0,2,1,0,67210,12220,12220,42770,2,0
37,1,500,1010.77,0,1,2,13,4,52300,-55600,15,0,3,2,0,0,0,250,5,3,0,0,3,1,42500,4250,4250,34000,13,0
53,2,500,1205.86,0,1,0,1,5,0,-34600,31,2,2,1,1,4,0,246,8,1,2,0,1,1,86400,14400,7200,64800,0,0
51,0,1000,1526.61,0,1,5,5,1,0,-32900,29,3,0,1,4,4,2,365,5,1,2,2,2,0,4620,840,840,2940,4,1
53,0,1000,1496.44,0,0,2,12,4,0,0,46,1,0,3,4,0,6,132,9,1,2,2,2,1,6930,630,1260,5040,6,0
40,0,500,1256.2,0,0,3,11,1,0,0,6,0,3,1,3,4,3,485,10,3,2,1,2,2,41700,8340,8340,25020,10,0
51,0,500,1268.35,0,1,5,13,5,0,0,9,2,2,0,3,1,4,155,16,1,2,2,1,1,77330,14060,14060,49210,13,1
35,1,2000,1421.59,0,1,1,7,3,0,0,30,3,0,3,4,6,0,982,8,1,0,2,3,2,4950,900,450,3600,5,0
26,0,500,1500.04,6000000,1,6,2,3,0,-36500,43,3,0,1,4,0,4,87,5,1,1,0,2,2,5160,860,860,3440,0,0
35,0,500,1433.24,0,0,1,3,1,0,-19500,52,0,3,2,1,6,5,956,11,3,1,2,1,0,24570,2730,2730,19110,10,1
38,1,2000,1231.25,0,0,6,2,1,46500,0,7,0,2,1,0,6,0,516,15,3,0,1,0,0,53680,4880,9760,39040,12,0
49,1,500,1135.43,0,1,5,4,3,22700,0,34,0,3,2,4,6,1,960,23,3,2,1,1,2,42900,3900,3900,35100,3,0
41,2,2000,945.73,5000000,1,4,10,5,38600,-42800,34,2,1,1,1,1,0,444,23,1,1,0,0,1,84100,16820,8410,58870,5,1
27,1,2000,1118.76,0,0,1,0,3,0,-55800,56,2,1,2,1,1,4,905,23,1,0,1,3,0,61560,6840,6840,47880,5,0
39,1,2000,1231.98,0,0,0,7,1,0,-31700,7,2,2,1,4,1,2,40,10,1,2,0,0,0,44240,5530,5530,33180,4,0
33,1,2000,1005.47,0,0,3,10,3,58100,-49000,45,0,2,1,0,5,1,602,12,4,0,2,3,2,57700,11540,5770,40390,7,0
50,2,2000,1108.97,0,0,6,3,1,68400,-66800,13,2,3,1,3,6,6,20,4,1,1,2,2,2,108030,16620,16620,74790,10,0
30,1,500,1392.39,5000000,0,2,3,4,0,-65700,11,2,2,1,1,4,5,255,16,1,1,2,0,2,54300,10860,5430,38010,12,0
54,1,2000,1317.97,0,1,2,2,5,34700,-81000,17,0,1,0,0,4,1,671,18,3,0,1,2,0,32280,5380,5380,21520,5,1
42,1,1000,1588.22,0,1,3,6,2,0,-53800,14,0,2,2,3,6,5,722,15,3,2,1,1,1,84600,16920,8460,59220,3,0
35,0,500,900.02,6000000,1,1,2,3,0,-49900,54,2,1,2,3,4,6,897,8,1,1,1,3,2,69700,6970,6970,55760,2,0
33,2,1000,1744.64,3000000,1,3,9,4,0,0,37,0,2,2,0,6,6,49,4,3,1,0,1,1,36400,3640,7280,25480,13,0
39,2,1000,1260.56,0,0,3,0,3,0,-54900,52,0,3,1,4,4,4,291,20,3,1,0,2,2,37520,4690,4690,28140,7,0
33,2,2000,1021.14,0,0,5,7,5,69500,-47700,18,0,3,0,0,1,3,355,1,3,1,2,3,0,79090,14380,14380,50330,4,0
54,2,2000,1285.09,0,1,3,4,1,48000,-79600,58,2,2,0,3,1,6,466,19,1,1,0,2,2,67770,7530,15060,45180,8,1
32,2,500,1537.07,3000000,1,3,12,5,0,0,34,2,3,2,3,2,3,614,11,1,1,1,0,1,47400,9480,4740,33180,3,1
40,1,1000,1022.42,0,1,6,7,0,50000,-56900,47,2,1,2,3,4,3,692,13,1,2,0,2,0,71100,7110,14220,49770,1,0
